Candidate_ID,Gender,Age,Education_Level,Experience_Years,Skill_Score,Aptitude_Test_Score,Technical_Test_Score,Communication_Score,Certifications_Count,Previous_Companies,Interview_Score,Location,Job_Role_Applied,Expected_Salary,Hiring_Decision
108928,Other,29,Bachelors,9,64,48,83,20,7.0,7,50,Urban,Software Engineer,30717,1
108929,Male,47,Bachelors,16,61,17,37,59,3.0,4,45,Rural,Data Analyst,142740,0
108930,Male,23,Masters,4,39,37,62,35,2.0,2,83,Urban,Data Analyst,70346,0
108931,Male,51,Bachelors,17,20,90,83,56,4.0,2,93,Urban,HR Executive,81822,1
108932,Female,43,Diploma,17,55,33,69,75,0.0,5,49,Urban,Software Engineer,66561,0
108933,Female,43,Bachelors,18,91,2,10,25,2.0,0,71,Urban,Manager,54448,0
108934,Male,25,Bachelors,4,39,25,61,61,6.0,6,33,Urban,Manager,105517,0
108935,Female,42,Bachelors,16,59,56,90,60,7.0,7,28,Urban,Data Analyst,110035,0
108936,Male,55,Diploma,18,90,37,34,46,5.0,5,53,Rural,ML Engineer,113717,0
108937,Male,57,High School,3,8,38,9,16,1.0,0,12,Rural,ML Engineer,143136,0
108938,Female,44,Masters,19,65,23,83,89,9.0,7,0,Urban,Manager,66165,0
108939,Male,53,Bachelors,7,31,29,24,37,7.0,5,90,Urban,Data Analyst,46850,0
108940,Male,54,Diploma,6,2,38,9,35,4.0,3,38,Rural,ML Engineer,121360,0
108941,Female,42,High School,10,15,87,8,4,9.0,4,54,Urban,Manager,76599,0
108942,Male,40,High School,8,96,38,84,5,4.0,7,6,Urban,ML Engineer,34187,0
108943,Female,30,Bachelors,10,35,30,35,32,8.0,6,68,Urban,Manager,84226,0
108944,Female,21,Bachelors,1,9,65,71,30,4.0,5,59,Semi-Urban,Data Analyst,84743,0
108945,Female,25,Masters,10,55,13,83,74,1.0,6,71,Urban,Data Analyst,98563,0
108946,Female,30,PhD,0,35,90,99,22,0.0,2,9,Urban,HR Executive,132514,0
108947,Male,59,Bachelors,17,64,25,60,79,7.0,2,87,Semi-Urban,HR Executive,24092,1
108948,Female,29,Bachelors,3,50,87,79,50,2.0,1,34,Rural,Manager,33515,1
108949,Female,33,Diploma,9,42,15,32,65,2.0,4,36,Urban,HR Executive,119000,0
108950,Male,47,Bachelors,5,68,94,97,82,7.0,7,61,Rural,Data Analyst,133069,1
108951,Male,53,Bachelors,5,9,1,42,39,0.0,5,72,Urban,Data Analyst,58680,0
108952,Female,50,Bachelors,11,86,29,55,62,5.0,4,4,Urban,Software Engineer,93890,0
108953,Female,58,Bachelors,1,93,31,87,77,7.0,3,1,Urban,Software Engineer,85165,0
108954,Male,44,Bachelors,0,29,26,6,72,4.0,3,14,Urban,Manager,69520,0
108955,Other,35,Masters,5,20,23,20,5,4.0,0,75,Urban,Data Analyst,113019,0
108956,Male,35,High School,19,12,53,79,25,7.0,2,3,Urban,Data Analyst,114003,0
108957,Male,30,Masters,15,88,83,6,43,9.0,1,98,Semi-Urban,Manager,28757,1
108958,Male,42,Bachelors,7,37,25,86,82,8.0,5,4,Semi-Urban,HR Executive,75154,0
108959,Male,37,Bachelors,16,56,43,46,54,7.0,5,30,Semi-Urban,Software Engineer,41599,0
108960,Male,51,Diploma,16,49,73,33,42,8.0,2,18,Semi-Urban,HR Executive,36381,0
108961,Male,22,Bachelors,15,54,74,33,76,5.0,5,64,Urban,Data Analyst,111996,0
108962,Male,37,Diploma,6,30,82,80,42,5.0,4,28,Urban,Manager,133127,0
108963,Male,42,PhD,19,9,9,39,16,4.0,4,61,Rural,Software Engineer,95260,0
108964,Male,42,Bachelors,8,35,19,80,38,5.0,4,81,Semi-Urban,Manager,75522,0
108965,Female,23,Masters,5,78,25,54,72,4.0,6,13,Urban,HR Executive,21343,0
108966,Male,37,Bachelors,1,65,33,33,98,8.0,3,69,Urban,HR Executive,94580,0
108967,Female,38,Bachelors,8,70,42,68,25,3.0,2,94,Semi-Urban,Manager,21138,1
108968,Other,29,Diploma,9,3,44,53,8,4.0,2,43,Rural,HR Executive,147879,0
108969,Female,36,Bachelors,12,28,36,49,28,5.0,6,51,Rural,ML Engineer,47913,0
108970,Female,42,Masters,3,89,7,74,33,2.0,3,29,Semi-Urban,Manager,148007,0
108971,Male,39,Diploma,1,71,73,47,6,2.0,5,11,Urban,Software Engineer,45085,0
108972,Female,55,Masters,11,23,11,87,55,5.0,6,28,Semi-Urban,ML Engineer,31136,0
108973,Male,27,Masters,19,23,99,76,75,0.0,5,53,Urban,ML Engineer,103928,1
108974,Male,29,Masters,19,83,40,63,4,9.0,2,5,Urban,Manager,24193,0
108975,Female,21,Diploma,1,1,1,65,11,0.0,4,5,Rural,Manager,86747,0
108976,Male,55,Diploma,7,96,16,23,7,2.0,3,60,Rural,Data Analyst,23143,0
108977,Female,36,Diploma,6,83,66,79,37,4.0,0,31,Rural,ML Engineer,104469,1
108978,Male,27,Bachelors,12,45,20,21,79,3.0,5,4,Rural,Data Analyst,69683,0
108979,Male,43,Masters,16,4,14,55,13,8.0,1,15,Urban,Data Analyst,49147,0
108980,Male,38,High School,14,49,48,92,75,4.0,2,52,Semi-Urban,Data Analyst,41742,1
108981,Male,53,Bachelors,15,13,44,61,29,6.0,3,1,Semi-Urban,Data Analyst,69953,0
108982,Female,58,Bachelors,8,4,27,84,98,8.0,1,15,Semi-Urban,Data Analyst,89121,0
108983,Male,42,Bachelors,2,92,35,46,93,8.0,5,1,Urban,Data Analyst,72818,0
108984,Male,59,Masters,1,72,36,35,52,3.0,5,84,Urban,HR Executive,39848,0
108985,Male,30,Masters,8,6,97,30,8,6.0,0,80,Rural,Software Engineer,59856,0
108986,Male,23,Masters,6,56,26,41,13,0.0,3,62,Urban,Data Analyst,143319,0
108987,Female,34,Masters,13,28,63,12,96,1.0,7,49,Urban,ML Engineer,126526,0
108988,Male,34,High School,11,6,2,62,26,5.0,3,1,Urban,HR Executive,78478,0
108989,Male,28,High School,4,12,95,60,55,6.0,1,22,Urban,Software Engineer,46679,0
108990,Male,51,PhD,17,52,8,74,52,9.0,1,40,Urban,HR Executive,126350,0
108991,Male,41,Bachelors,13,18,68,45,93,9.0,2,31,Urban,ML Engineer,54573,0
108992,Male,41,Masters,4,19,18,67,47,6.0,0,60,Rural,HR Executive,92350,0
108993,Male,41,Bachelors,19,14,77,78,74,8.0,5,60,Rural,Manager,84556,0
108994,Female,43,Masters,11,68,51,40,54,0.0,4,63,Urban,Manager,74348,0
108995,Male,21,Bachelors,3,3,53,38,82,4.0,2,52,Rural,Software Engineer,78130,0
108996,Female,38,Bachelors,10,60,62,29,53,7.0,6,21,Semi-Urban,Manager,40464,0
108997,Male,22,Masters,15,19,34,66,61,8.0,7,62,Semi-Urban,Manager,112023,0
108998,Female,55,Bachelors,11,88,86,36,83,8.0,2,91,Urban,ML Engineer,146435,1
108999,Male,55,Bachelors,5,3,25,41,78,7.0,7,94,Rural,ML Engineer,56590,0
109000,Male,24,Masters,8,90,54,90,1,9.0,7,61,Urban,Manager,104813,1
109001,Male,31,Bachelors,9,83,31,88,39,1.0,3,19,Semi-Urban,Data Analyst,24332,0
109002,Female,23,Diploma,15,90,32,56,84,9.0,3,57,Rural,Software Engineer,24331,0
109003,Male,40,Diploma,11,10,41,8,36,3.0,3,13,Rural,HR Executive,143174,0
109004,Male,25,Masters,14,40,80,24,85,1.0,1,37,Semi-Urban,Manager,149554,0
109005,Female,35,Bachelors,18,66,74,59,34,5.0,2,80,Urban,HR Executive,65705,1
109006,Male,51,Masters,9,50,80,71,5,2.0,5,99,Urban,Software Engineer,63296,1
109007,Male,41,Diploma,19,19,83,15,95,2.0,2,29,Urban,ML Engineer,58011,0
109008,Male,40,Bachelors,1,21,41,86,91,8.0,5,10,Rural,ML Engineer,142165,0
109009,Male,25,Bachelors,16,25,38,21,71,9.0,6,58,Rural,Software Engineer,95076,0
109010,Female,21,Masters,17,56,76,33,9,7.0,6,92,Urban,HR Executive,26217,1
109011,Male,28,Diploma,3,81,93,26,20,4.0,3,71,Urban,Software Engineer,22838,1
109012,Male,21,Bachelors,3,11,63,11,25,0.0,0,68,Semi-Urban,Data Analyst,117479,0
109013,Male,48,Bachelors,15,43,2,84,83,5.0,3,72,Semi-Urban,ML Engineer,86703,0
109014,Female,48,High School,2,35,94,7,33,0.0,3,16,Semi-Urban,Software Engineer,142821,0
109015,Male,30,Bachelors,14,64,20,42,62,7.0,3,14,Semi-Urban,Software Engineer,79882,0
109016,Male,40,Bachelors,1,67,29,30,4,3.0,1,40,Urban,Data Analyst,45857,0
109017,Male,37,Diploma,3,44,12,68,71,7.0,0,80,Urban,Software Engineer,113146,0
109018,Male,51,Bachelors,8,47,89,75,52,8.0,4,57,Semi-Urban,Manager,29584,1
109019,Male,57,Bachelors,10,91,90,17,67,0.0,2,83,Rural,Software Engineer,94129,1
109020,Male,31,Diploma,16,97,54,49,96,8.0,2,58,Urban,ML Engineer,59438,1
109021,Other,46,Bachelors,10,38,29,42,3,6.0,6,72,Urban,Data Analyst,58540,0
109022,Female,39,High School,4,92,21,30,6,6.0,1,88,Urban,HR Executive,57388,0
109023,Male,26,Bachelors,13,29,43,60,80,6.0,0,14,Rural,HR Executive,23464,0
109024,Female,59,Diploma,1,49,18,34,5,0.0,6,61,Urban,Data Analyst,123329,0
109025,Male,50,Masters,9,74,52,35,18,8.0,0,80,Urban,ML Engineer,66110,1
109026,Female,53,High School,3,12,78,88,8,2.0,7,78,Urban,Data Analyst,73613,1
109027,Male,41,Diploma,8,21,79,43,40,8.0,0,75,Rural,HR Executive,147831,0
109028,Male,45,Masters,4,5,66,67,36,9.0,4,71,Urban,ML Engineer,66567,0
109029,Female,23,High School,7,60,32,36,78,2.0,2,81,Urban,Data Analyst,88513,0
109030,Male,23,Masters,19,59,19,92,93,9.0,7,11,Urban,Software Engineer,71091,0
109031,Male,43,Masters,6,73,97,54,39,7.0,4,41,Semi-Urban,Manager,54019,1
109032,Male,51,Diploma,1,77,15,86,48,6.0,2,3,Urban,Data Analyst,62544,0
109033,Female,56,Diploma,8,61,74,95,73,2.0,4,45,Semi-Urban,Software Engineer,148535,1
109034,Male,25,Bachelors,18,13,48,41,44,9.0,2,60,Urban,ML Engineer,136579,0
109035,Female,21,High School,0,50,1,78,65,9.0,1,23,Urban,Manager,72165,0
109036,Female,28,Diploma,17,87,61,45,31,7.0,3,77,Urban,Data Analyst,116850,1
109037,Male,46,High School,10,16,31,8,7,5.0,5,7,Rural,ML Engineer,110532,0
109038,Male,34,High School,10,46,50,21,67,0.0,1,35,Rural,Data Analyst,64121,0
109039,Other,35,Bachelors,15,48,68,33,76,6.0,5,90,Urban,HR Executive,143352,0
109040,Male,40,Masters,15,35,55,55,46,3.0,5,59,Urban,Manager,109848,0
109041,Male,44,Masters,18,40,69,5,5,7.0,2,86,Urban,ML Engineer,111999,0
109042,Male,21,High School,16,27,28,85,30,2.0,5,14,Semi-Urban,HR Executive,104406,0
109043,Male,38,Bachelors,7,7,97,79,63,5.0,3,34,Urban,ML Engineer,114901,0
109044,Female,32,Masters,11,76,41,80,45,6.0,5,76,Urban,Manager,58237,1
109045,Female,31,Bachelors,4,72,89,7,83,8.0,2,13,Semi-Urban,Data Analyst,74632,0
109046,Female,29,Diploma,13,27,98,71,14,4.0,7,29,Urban,Data Analyst,103080,0
109047,Male,29,Bachelors,14,19,93,62,92,2.0,6,63,Urban,Software Engineer,56279,1
109048,Female,50,Bachelors,10,70,34,17,4,0.0,3,24,Rural,Manager,97414,0
109049,Male,25,Diploma,2,43,75,52,45,5.0,6,15,Rural,ML Engineer,32626,0
109050,Male,31,Bachelors,7,83,89,41,66,3.0,4,2,Urban,Manager,33435,0
109051,Female,43,High School,7,57,0,87,98,7.0,3,56,Urban,Manager,125717,0
109052,Male,32,Bachelors,13,39,17,22,7,1.0,3,94,Urban,ML Engineer,149707,0
109053,Male,41,Bachelors,11,43,16,29,71,0.0,7,13,Urban,Software Engineer,47910,0
109054,Female,48,Bachelors,11,11,60,35,30,1.0,7,88,Urban,Data Analyst,93421,0
109055,Female,51,Bachelors,5,7,37,92,70,9.0,5,29,Urban,Data Analyst,65470,0
109056,Male,50,High School,1,15,45,44,55,9.0,4,86,Rural,Software Engineer,114297,0
109057,Male,39,High School,15,69,90,85,69,6.0,1,46,Rural,HR Executive,146516,1
109058,Male,25,Bachelors,10,35,19,94,28,3.0,7,38,Semi-Urban,ML Engineer,75952,0
109059,Female,22,High School,6,33,11,11,46,1.0,1,89,Rural,Manager,34480,0
109060,Male,54,Bachelors,1,2,22,25,97,3.0,7,24,Urban,HR Executive,99802,0
109061,Male,42,Bachelors,3,88,76,91,63,2.0,4,81,Urban,HR Executive,45983,1
109062,Female,47,Diploma,15,23,5,1,45,4.0,3,26,Semi-Urban,Manager,82398,0
109063,Male,47,Masters,5,14,63,45,67,3.0,7,84,Rural,ML Engineer,43007,0
109064,Male,49,Diploma,8,22,68,12,74,8.0,4,64,Rural,Data Analyst,31675,0
109065,Male,58,Masters,15,18,52,91,40,2.0,7,80,Urban,ML Engineer,98225,1
109066,Male,22,Bachelors,9,52,1,45,94,8.0,3,22,Urban,HR Executive,137925,0
109067,Female,25,Bachelors,17,66,80,28,0,8.0,4,52,Semi-Urban,HR Executive,30850,0
109068,Male,45,Diploma,7,80,47,1,60,0.0,0,5,Urban,Data Analyst,126621,0
109069,Male,55,Bachelors,16,4,94,45,47,8.0,3,28,Rural,ML Engineer,80105,0
109070,Female,57,Bachelors,14,30,21,10,91,0.0,7,52,Urban,Manager,58275,0
109071,Male,37,Bachelors,16,36,28,5,26,6.0,6,65,Urban,Manager,61913,0
109072,Female,49,PhD,1,90,59,55,10,7.0,1,37,Rural,Data Analyst,84395,1
109073,Female,38,Masters,9,62,8,24,83,7.0,2,14,Urban,Data Analyst,125002,0
109074,Male,38,Masters,10,8,77,94,13,4.0,3,77,Semi-Urban,ML Engineer,120484,1
109075,Female,22,Masters,16,11,25,55,40,4.0,1,58,Semi-Urban,Software Engineer,33617,0
109076,Male,22,Bachelors,3,57,6,77,67,6.0,1,46,Semi-Urban,ML Engineer,101770,0
109077,Male,36,PhD,15,66,13,11,31,5.0,5,90,Semi-Urban,Software Engineer,77943,0
109078,Male,39,Bachelors,10,38,93,28,10,5.0,0,12,Rural,ML Engineer,65105,0
109079,Male,35,Masters,0,72,1,65,85,6.0,2,11,Semi-Urban,Software Engineer,70394,0
109080,Male,42,Masters,0,30,64,86,87,5.0,7,95,Urban,HR Executive,128486,1
109081,Male,49,Bachelors,5,30,80,85,22,0.0,7,7,Semi-Urban,Software Engineer,59148,0
109082,Female,30,High School,10,44,32,46,87,6.0,3,92,Urban,ML Engineer,27444,0
109083,Male,22,Diploma,15,70,56,43,24,0.0,7,64,Semi-Urban,Software Engineer,37434,0
109084,Male,58,Bachelors,8,70,42,55,96,8.0,7,8,Urban,Data Analyst,113059,0
109085,Male,41,Masters,16,55,52,91,1,2.0,2,84,Semi-Urban,ML Engineer,139602,1
109086,Male,39,Diploma,17,92,38,85,34,6.0,7,11,Urban,Software Engineer,142886,0
109087,Male,55,Bachelors,6,59,87,6,31,8.0,0,54,Semi-Urban,Manager,57106,0
109088,Female,49,Masters,19,76,19,90,7,1.0,1,10,Urban,Software Engineer,139559,0
109089,Male,36,Bachelors,9,72,74,62,6,6.0,1,88,Urban,Manager,59867,1
109090,Female,59,Masters,3,2,57,72,82,5.0,5,90,Semi-Urban,ML Engineer,123073,0
109091,Male,28,Bachelors,19,11,70,57,23,9.0,3,5,Semi-Urban,Software Engineer,69558,0
109092,Other,33,Bachelors,2,66,91,20,99,6.0,5,23,Urban,HR Executive,107238,0
109093,Female,54,Diploma,14,70,86,10,12,7.0,2,55,Urban,Software Engineer,25112,0
109094,Male,24,Bachelors,7,53,59,9,6,1.0,7,54,Urban,Manager,29381,0
109095,Male,32,Masters,0,80,96,80,59,9.0,4,97,Rural,Software Engineer,90162,1
109096,Male,46,Masters,17,40,38,23,96,5.0,1,22,Urban,Software Engineer,148935,0
109097,Male,43,Diploma,2,59,51,5,43,2.0,2,77,Rural,Data Analyst,71049,0
109098,Male,26,Bachelors,8,30,47,72,74,8.0,5,75,Urban,Manager,66471,0
109099,Female,35,High School,16,93,59,39,13,8.0,6,77,Semi-Urban,HR Executive,77863,1
109100,Female,24,Diploma,16,95,93,58,78,1.0,1,14,Urban,Manager,104792,1
109101,Male,38,High School,1,42,1,48,85,6.0,0,31,Rural,Data Analyst,35794,0
109102,Female,22,Bachelors,0,64,39,39,62,2.0,0,57,Semi-Urban,HR Executive,24770,0
109103,Female,56,Bachelors,0,98,28,78,58,8.0,4,69,Rural,HR Executive,57415,1
109104,Male,23,Bachelors,7,94,93,80,76,9.0,5,68,Urban,Software Engineer,116495,1
109105,Male,29,Diploma,1,13,91,97,22,6.0,4,7,Rural,Manager,113127,0
109106,Male,53,Bachelors,5,16,16,56,72,3.0,3,99,Urban,Software Engineer,39574,0
109107,Male,48,Bachelors,5,47,2,2,62,9.0,3,50,Urban,ML Engineer,71436,0
109108,Female,54,Bachelors,1,77,72,15,65,9.0,7,63,Semi-Urban,Data Analyst,121026,0
109109,Female,25,Bachelors,19,94,83,89,1,9.0,4,41,Urban,Data Analyst,71823,1
109110,Male,43,Masters,2,63,84,93,45,1.0,0,78,Urban,Software Engineer,70973,1
109111,Male,33,Bachelors,13,56,22,84,26,4.0,7,23,Rural,Data Analyst,44814,0
109112,Female,34,Bachelors,15,18,33,14,58,7.0,1,72,Semi-Urban,HR Executive,140360,0
109113,Male,45,High School,7,82,21,68,83,5.0,0,7,Urban,HR Executive,60026,0
109114,Male,24,Bachelors,2,75,16,82,12,8.0,6,37,Urban,Software Engineer,87482,0
109115,Female,52,Bachelors,2,73,44,68,7,8.0,6,20,Urban,ML Engineer,119701,0
109116,Male,23,Bachelors,14,99,77,50,15,7.0,2,17,Urban,HR Executive,141502,1
109117,Female,52,Masters,17,46,58,46,68,8.0,2,30,Urban,HR Executive,36071,0
109118,Male,28,Masters,9,79,81,16,31,0.0,7,88,Rural,Data Analyst,118662,1
109119,Female,28,Masters,16,59,23,53,68,9.0,7,59,Urban,Manager,20633,0
109120,Female,54,Masters,7,89,38,39,9,9.0,1,59,Semi-Urban,HR Executive,119031,0
109121,Female,32,Bachelors,15,71,80,99,86,0.0,5,16,Rural,ML Engineer,120286,1
109122,Male,36,Bachelors,9,99,29,59,70,1.0,4,86,Urban,Data Analyst,118469,1
109123,Male,32,Masters,18,20,22,62,38,2.0,7,61,Semi-Urban,Software Engineer,147091,0
109124,Male,52,Masters,8,66,53,25,2,1.0,7,55,Urban,Software Engineer,141364,0
109125,Female,21,Bachelors,14,65,92,45,8,2.0,1,93,Rural,ML Engineer,79386,1
109126,Female,59,Bachelors,1,66,76,89,10,6.0,3,58,Rural,Software Engineer,27957,1
109127,Male,26,Masters,0,33,29,64,80,1.0,6,82,Urban,Data Analyst,32189,0
109128,Male,53,Masters,3,52,89,34,30,3.0,4,38,Semi-Urban,Manager,124052,0
109129,Male,52,Masters,3,85,45,71,0,1.0,3,62,Semi-Urban,Manager,47004,1
109130,Male,35,Bachelors,10,78,1,82,15,4.0,6,71,Urban,Manager,100040,0
109131,Male,21,Bachelors,11,1,71,54,12,0.0,0,44,Urban,Manager,122066,0
109132,Male,36,Bachelors,14,82,24,57,20,8.0,7,40,Urban,Manager,41053,0
109133,Male,55,PhD,2,75,38,42,61,8.0,0,15,Semi-Urban,ML Engineer,40709,0
109134,Female,45,Bachelors,16,65,65,46,13,3.0,4,70,Urban,Manager,128189,1
109135,Female,29,Masters,8,18,24,14,70,8.0,2,93,Semi-Urban,Manager,95850,0
109136,Male,45,High School,19,65,79,29,30,8.0,3,54,Urban,Manager,92848,0
109137,Male,29,Diploma,19,85,51,5,21,6.0,0,36,Rural,HR Executive,119318,0
109138,Male,44,Diploma,7,81,60,84,96,0.0,7,39,Rural,ML Engineer,56585,1
109139,Female,56,Bachelors,12,81,59,61,79,0.0,3,83,Urban,Software Engineer,76395,1
109140,Female,46,Bachelors,9,24,39,66,57,0.0,2,87,Semi-Urban,ML Engineer,75189,0
109141,Female,58,Masters,4,0,7,69,7,6.0,6,61,Urban,Software Engineer,138706,0
109142,Male,22,High School,17,85,40,46,51,1.0,6,14,Semi-Urban,Software Engineer,89689,0
109143,Male,47,Masters,10,2,9,87,38,7.0,7,25,Urban,Data Analyst,129976,0
109144,Male,39,Diploma,2,7,3,72,35,3.0,1,51,Semi-Urban,Manager,53648,0
109145,Female,30,Masters,7,20,24,77,70,1.0,0,35,Urban,Software Engineer,60761,0
109146,Female,48,Bachelors,8,54,66,68,74,9.0,0,30,Semi-Urban,ML Engineer,83771,0
109147,Female,38,Masters,1,34,9,73,13,9.0,6,19,Urban,Manager,120571,0
109148,Male,50,Bachelors,0,36,22,58,59,3.0,5,69,Rural,ML Engineer,58454,0
109149,Female,25,Bachelors,15,19,51,23,37,3.0,3,88,Urban,ML Engineer,69877,0
109150,Male,56,High School,11,65,56,61,54,5.0,2,0,Urban,Manager,123143,0
109151,Female,33,Diploma,16,20,97,76,10,8.0,5,51,Urban,ML Engineer,111397,1
109152,Male,57,Bachelors,11,1,12,90,80,4.0,5,14,Urban,ML Engineer,22060,0
109153,Male,53,Bachelors,9,11,29,41,59,6.0,2,76,Semi-Urban,Data Analyst,41030,0
109154,Male,27,Bachelors,14,73,94,74,83,9.0,5,11,Urban,ML Engineer,126499,1
109155,Female,50,Bachelors,2,67,86,1,45,7.0,7,78,Urban,Manager,47892,0
109156,Female,45,Bachelors,5,85,38,40,23,4.0,2,25,Semi-Urban,Software Engineer,41341,0
109157,Male,33,Bachelors,6,45,36,0,75,0.0,6,1,Urban,Manager,133616,0
109158,Male,31,Bachelors,7,22,94,35,40,0.0,4,74,Urban,Manager,118260,0
109159,Male,31,PhD,16,34,64,56,13,6.0,2,9,Urban,Data Analyst,55198,0
109160,Male,44,Bachelors,16,67,15,44,82,1.0,2,52,Semi-Urban,HR Executive,70459,0
109161,Male,23,Diploma,2,34,94,12,78,5.0,4,26,Semi-Urban,Software Engineer,55207,0
109162,Male,59,Diploma,6,7,58,59,64,1.0,5,62,Rural,Software Engineer,138055,0
109163,Male,41,Bachelors,4,63,96,65,23,4.0,6,54,Semi-Urban,ML Engineer,59257,1
109164,Male,48,Bachelors,19,18,69,65,93,7.0,1,75,Urban,Manager,79264,0
109165,Male,41,Diploma,13,5,56,71,15,4.0,6,49,Urban,HR Executive,44630,0
109166,Female,32,PhD,14,2,11,2,62,4.0,3,41,Semi-Urban,HR Executive,36532,0
109167,Female,52,High School,4,13,40,32,20,3.0,6,64,Urban,HR Executive,130889,0
109168,Male,30,Bachelors,11,70,13,79,53,8.0,7,38,Urban,Manager,76663,0
109169,Male,41,Masters,13,67,71,54,85,1.0,6,99,Semi-Urban,Manager,78274,1
109170,Male,45,Bachelors,8,65,76,54,53,6.0,3,22,Urban,Manager,64937,0
109171,Male,40,Diploma,2,7,78,90,60,2.0,7,68,Rural,ML Engineer,68605,1
109172,Female,27,PhD,9,73,80,0,60,8.0,6,30,Rural,HR Executive,146683,0
109173,Female,22,Bachelors,19,33,14,16,14,7.0,1,83,Urban,HR Executive,50672,0
109174,Male,49,Masters,2,5,12,47,86,2.0,7,46,Rural,Manager,107977,0
109175,Male,56,Bachelors,11,31,52,43,53,2.0,4,67,Urban,Data Analyst,140540,0
109176,Male,46,Diploma,3,20,78,32,64,6.0,3,52,Urban,Manager,36183,0
109177,Male,56,Diploma,3,42,95,11,59,6.0,7,27,Rural,Manager,131981,0
109178,Male,22,Bachelors,1,17,39,14,70,6.0,0,6,Urban,ML Engineer,106098,0
109179,Female,59,Bachelors,18,60,9,63,76,4.0,2,9,Semi-Urban,ML Engineer,90599,0
109180,Female,50,Masters,4,10,49,72,4,9.0,4,53,Semi-Urban,Manager,66779,0
109181,Male,31,High School,12,87,26,60,60,0.0,6,61,Urban,ML Engineer,28848,0
109182,Male,47,Diploma,12,3,61,91,77,2.0,7,36,Urban,ML Engineer,141918,0
109183,Female,26,Bachelors,18,98,6,68,97,6.0,6,60,Urban,HR Executive,74253,0
109184,Female,37,Bachelors,14,58,73,68,22,2.0,7,81,Urban,Software Engineer,41824,1
109185,Male,25,High School,19,39,21,91,49,3.0,7,23,Urban,Software Engineer,87447,0
109186,Female,55,Masters,15,32,64,3,11,9.0,4,28,Urban,Software Engineer,51035,0
109187,Male,34,Bachelors,15,85,0,34,8,8.0,5,68,Rural,Software Engineer,75510,0
109188,Male,47,Masters,0,94,28,37,4,1.0,0,43,Urban,ML Engineer,66643,0
109189,Male,34,Masters,6,43,46,65,10,4.0,0,43,Urban,HR Executive,104834,0
109190,Female,31,Bachelors,11,51,16,54,79,2.0,4,33,Urban,Manager,73081,0
109191,Male,45,Diploma,1,96,37,77,39,9.0,1,94,Rural,HR Executive,97985,1
109192,Male,22,Bachelors,7,39,62,94,49,1.0,6,43,Urban,ML Engineer,92121,1
109193,Male,58,Bachelors,13,30,15,61,84,6.0,7,30,Urban,Manager,29134,0
109194,Female,45,Diploma,18,71,45,18,99,4.0,4,6,Urban,Software Engineer,83061,0
109195,Male,38,Bachelors,1,85,75,82,41,6.0,0,20,Semi-Urban,Manager,81679,1
109196,Female,54,Bachelors,10,85,81,69,22,2.0,1,8,Semi-Urban,HR Executive,38044,1
109197,Male,45,High School,3,19,26,20,68,7.0,7,63,Urban,Data Analyst,34994,0
109198,Male,25,High School,6,53,72,77,57,2.0,3,50,Urban,Data Analyst,127375,1
109199,Male,52,Diploma,9,76,17,38,2,6.0,5,19,Urban,HR Executive,52863,0
109200,Male,47,Bachelors,0,55,0,72,41,3.0,0,32,Urban,Manager,35400,0
109201,Male,56,High School,3,76,30,78,53,5.0,2,73,Urban,Manager,51182,1
109202,Female,27,Masters,11,51,15,45,1,5.0,2,70,Urban,Software Engineer,66572,0
109203,Female,41,Diploma,14,87,28,32,1,1.0,6,29,Rural,Data Analyst,107156,0
109204,Male,33,Bachelors,10,75,29,12,47,1.0,6,97,Urban,ML Engineer,29167,0
109205,Male,59,Bachelors,6,57,24,52,25,5.0,7,91,Semi-Urban,Data Analyst,25703,0
109206,Male,32,Masters,4,3,45,27,50,3.0,5,73,Urban,Data Analyst,147672,0
109207,Male,27,Bachelors,12,40,11,83,38,7.0,4,49,Rural,HR Executive,60570,0
109208,Male,36,Diploma,2,61,2,77,87,2.0,5,89,Urban,Manager,116522,0
109209,Female,37,Diploma,1,37,50,78,65,5.0,6,22,Semi-Urban,ML Engineer,79912,0
109210,Male,46,Bachelors,0,38,64,32,59,9.0,5,7,Rural,Data Analyst,83083,0
109211,Male,42,PhD,3,74,13,53,20,5.0,6,89,Urban,ML Engineer,74802,0
109212,Female,31,High School,3,53,68,31,45,2.0,6,80,Semi-Urban,Data Analyst,134616,0
109213,Female,21,Diploma,15,51,11,91,80,7.0,1,37,Urban,ML Engineer,89413,0
109214,Female,41,High School,7,16,25,40,9,8.0,5,4,Rural,ML Engineer,74651,0
109215,Female,43,Masters,3,6,25,49,45,4.0,1,11,Rural,Manager,144965,0
109216,Male,32,Bachelors,12,27,73,22,55,5.0,7,64,Urban,HR Executive,36890,0
109217,Male,28,Bachelors,16,71,98,32,47,1.0,2,21,Semi-Urban,HR Executive,80526,0
109218,Male,29,High School,8,56,82,45,30,0.0,3,98,Urban,HR Executive,130340,1
109219,Female,52,Masters,8,25,28,91,63,2.0,6,43,Semi-Urban,ML Engineer,27664,0
109220,Female,32,Diploma,14,43,80,38,99,1.0,5,29,Urban,ML Engineer,43583,0
109221,Female,58,Bachelors,16,84,72,25,89,0.0,2,0,Urban,HR Executive,138892,0
109222,Female,24,Masters,16,78,65,25,38,5.0,1,80,Rural,HR Executive,139765,1
